Município,Sigla UF,Região,Mês/Ano,Vítimas
Lago Da Pedra,MA,NORDESTE,jul/19,0
Lago Do Junco,MA,NORDESTE,jul/19,0
Lago Verde,MA,NORDESTE,jul/19,0
Lagoa Do Mato,MA,NORDESTE,jul/19,0
Lago Dos Rodrigues,MA,NORDESTE,jul/19,0
Lagoa Grande Do Maranhão,MA,NORDESTE,jul/19,0
Lajeado Novo,MA,NORDESTE,jul/19,0
Lima Campos,MA,NORDESTE,jul/19,0
Loreto,MA,NORDESTE,jul/19,0
Luís Domingues,MA,NORDESTE,jul/19,0
Magalhães De Almeida,MA,NORDESTE,jul/19,0
Maracaçumé,MA,NORDESTE,jul/19,1
Marajá Do Sena,MA,NORDESTE,jul/19,1
Maranhãozinho,MA,NORDESTE,jul/19,0
Mata Roma,MA,NORDESTE,jul/19,0
Matinha,MA,NORDESTE,jul/19,0
Matões,MA,NORDESTE,jul/19,0
Matões Do Norte,MA,NORDESTE,jul/19,0
Milagres Do Maranhão,MA,NORDESTE,jul/19,1
Mirador,MA,NORDESTE,jul/19,0
Miranda Do Norte,MA,NORDESTE,jul/19,1
Mirinzal,MA,NORDESTE,jul/19,1
Monção,MA,NORDESTE,jul/19,0
Montes Altos,MA,NORDESTE,jul/19,1
Morros,MA,NORDESTE,jul/19,0
Nina Rodrigues,MA,NORDESTE,jul/19,0
Nova Colinas,MA,NORDESTE,jul/19,0
Nova Iorque,MA,NORDESTE,jul/19,0
Nova Olinda Do Maranhão,MA,NORDESTE,jul/19,0
Olho D'Água Das Cunhãs,MA,NORDESTE,jul/19,0
Olinda Nova Do Maranhão,MA,NORDESTE,jul/19,0
Paço Do Lumiar,MA,NORDESTE,jul/19,1
Palmeirândia,MA,NORDESTE,jul/19,0
Paraibano,MA,NORDESTE,jul/19,0
Parnarama,MA,NORDESTE,jul/19,3
Passagem Franca,MA,NORDESTE,jul/19,0
Pastos Bons,MA,NORDESTE,jul/19,1
Paulino Neves,MA,NORDESTE,jul/19,0
Paulo Ramos,MA,NORDESTE,jul/19,0
Pedreiras,MA,NORDESTE,jul/19,0
Pedro Do Rosário,MA,NORDESTE,jul/19,1
Penalva,MA,NORDESTE,jul/19,0
Peri Mirim,MA,NORDESTE,jul/19,0
Peritoró,MA,NORDESTE,jul/19,0
Pindaré-Mirim,MA,NORDESTE,jul/19,2
Pinheiro,MA,NORDESTE,jul/19,3
Pio Xii,MA,NORDESTE,jul/19,0
Pirapemas,MA,NORDESTE,jul/19,0
Poção De Pedras,MA,NORDESTE,jul/19,0
Porto Franco,MA,NORDESTE,jul/19,0
Porto Rico Do Maranhão,MA,NORDESTE,jul/19,0
Presidente Dutra,MA,NORDESTE,jul/19,1
Presidente Juscelino,MA,NORDESTE,jul/19,0
Presidente Médici,MA,NORDESTE,jul/19,0
Presidente Sarney,MA,NORDESTE,jul/19,0
Presidente Vargas,MA,NORDESTE,jul/19,0
Primeira Cruz,MA,NORDESTE,jul/19,0
Raposa,MA,NORDESTE,jul/19,0
Riachão,MA,NORDESTE,jul/19,0
Ribamar Fiquene,MA,NORDESTE,jul/19,0
Rosário,MA,NORDESTE,jul/19,0
Sambaíba,MA,NORDESTE,jul/19,0
Santa Filomena Do Maranhão,MA,NORDESTE,jul/19,0
Santa Helena,MA,NORDESTE,jul/19,1
Santa Inês,MA,NORDESTE,jul/19,1
Santa Luzia,MA,NORDESTE,jul/19,1
Santa Luzia Do Paruá,MA,NORDESTE,jul/19,0
Santa Quitéria Do Maranhão,MA,NORDESTE,jul/19,0
Santa Rita,MA,NORDESTE,jul/19,1
Santana Do Maranhão,MA,NORDESTE,jul/19,0
Santo Amaro Do Maranhão,MA,NORDESTE,jul/19,0
Santo Antônio Dos Lopes,MA,NORDESTE,jul/19,0
São Benedito Do Rio Preto,MA,NORDESTE,jul/19,1
São Bento,MA,NORDESTE,jul/19,0
São Bernardo,MA,NORDESTE,jul/19,0
São Domingos Do Azeitão,MA,NORDESTE,jul/19,0
São Domingos Do Maranhão,MA,NORDESTE,jul/19,0
São Félix De Balsas,MA,NORDESTE,jul/19,0
São Francisco Do Brejão,MA,NORDESTE,jul/19,1
São Francisco Do Maranhão,MA,NORDESTE,jul/19,0
São João Batista,MA,NORDESTE,jul/19,0
São João Do Carú,MA,NORDESTE,jul/19,0
São João Do Paraíso,MA,NORDESTE,jul/19,2
São João Do Soter,MA,NORDESTE,jul/19,0
São João Dos Patos,MA,NORDESTE,jul/19,0
São José De Ribamar,MA,NORDESTE,jul/19,1
São José Dos Basílios,MA,NORDESTE,jul/19,0
São Luís,MA,NORDESTE,jul/19,9
São Luís Gonzaga Do Maranhão,MA,NORDESTE,jul/19,2
São Mateus Do Maranhão,MA,NORDESTE,jul/19,1
São Pedro Da Água Branca,MA,NORDESTE,jul/19,0
São Pedro Dos Crentes,MA,NORDESTE,jul/19,0
São Raimundo Das Mangabeiras,MA,NORDESTE,jul/19,0
São Raimundo Do Doca Bezerra,MA,NORDESTE,jul/19,0
São Roberto,MA,NORDESTE,jul/19,0
São Vicente Ferrer,MA,NORDESTE,jul/19,0
Satubinha,MA,NORDESTE,jul/19,0
Senador Alexandre Costa,MA,NORDESTE,jul/19,0
Senador La Rocque,MA,NORDESTE,jul/19,1
Serrano Do Maranhão,MA,NORDESTE,jul/19,0
Sítio Novo,MA,NORDESTE,jul/19,0
Sucupira Do Norte,MA,NORDESTE,jul/19,0
Sucupira Do Riachão,MA,NORDESTE,jul/19,0
Tasso Fragoso,MA,NORDESTE,jul/19,0
Timbiras,MA,NORDESTE,jul/19,0
Timon,MA,NORDESTE,jul/19,7
Trizidela Do Vale,MA,NORDESTE,jul/19,1
Tufilândia,MA,NORDESTE,jul/19,0
Tuntum,MA,NORDESTE,jul/19,0
Turiaçu,MA,NORDESTE,jul/19,0
Turilândia,MA,NORDESTE,jul/19,1
Tutóia,MA,NORDESTE,jul/19,1
Urbano Santos,MA,NORDESTE,jul/19,1
Vargem Grande,MA,NORDESTE,jul/19,0
Viana,MA,NORDESTE,jul/19,1
Vila Nova Dos Martírios,MA,NORDESTE,jul/19,0
Vitória Do Mearim,MA,NORDESTE,jul/19,1
Vitorino Freire,MA,NORDESTE,jul/19,1
Zé Doca,MA,NORDESTE,jul/19,1
Açailândia,MA,NORDESTE,ago/19,3
Afonso Cunha,MA,NORDESTE,ago/19,0
Água Doce Do Maranhão,MA,NORDESTE,ago/19,0
Alcântara,MA,NORDESTE,ago/19,0
Aldeias Altas,MA,NORDESTE,ago/19,0
Altamira Do Maranhão,MA,NORDESTE,ago/19,0
Alto Alegre Do Maranhão,MA,NORDESTE,ago/19,2
Alto Alegre Do Pindaré,MA,NORDESTE,ago/19,2
Alto Parnaíba,MA,NORDESTE,ago/19,0
Amapá Do Maranhão,MA,NORDESTE,ago/19,0
Amarante Do Maranhão,MA,NORDESTE,ago/19,2
Anajatuba,MA,NORDESTE,ago/19,0
Anapurus,MA,NORDESTE,ago/19,1
Apicum-Açu,MA,NORDESTE,ago/19,0
Araguanã,MA,NORDESTE,ago/19,1
Araioses,MA,NORDESTE,ago/19,0
Arame,MA,NORDESTE,ago/19,0
Arari,MA,NORDESTE,ago/19,2
Axixá,MA,NORDESTE,ago/19,0
Bacabal,MA,NORDESTE,ago/19,1
Bacabeira,MA,NORDESTE,ago/19,0
Bacuri,MA,NORDESTE,ago/19,0
Bacurituba,MA,NORDESTE,ago/19,0
Balsas,MA,NORDESTE,ago/19,7
Barão De Grajaú,MA,NORDESTE,ago/19,0
Barra Do Corda,MA,NORDESTE,ago/19,0
Barreirinhas,MA,NORDESTE,ago/19,1
Belágua,MA,NORDESTE,ago/19,0
Bela Vista Do Maranhão,MA,NORDESTE,ago/19,2
Benedito Leite,MA,NORDESTE,ago/19,0
Bequimão,MA,NORDESTE,ago/19,3
Bernardo Do Mearim,MA,NORDESTE,ago/19,0
Boa Vista Do Gurupi,MA,NORDESTE,ago/19,1
Bom Jardim,MA,NORDESTE,ago/19,1
Bom Jesus Das Selvas,MA,NORDESTE,ago/19,0
Bom Lugar,MA,NORDESTE,ago/19,0
Brejo,MA,NORDESTE,ago/19,0
Brejo De Areia,MA,NORDESTE,ago/19,0
Buriti,MA,NORDESTE,ago/19,1
Buriti Bravo,MA,NORDESTE,ago/19,0
Buriticupu,MA,NORDESTE,ago/19,0
Buritirana,MA,NORDESTE,ago/19,0
Cachoeira Grande,MA,NORDESTE,ago/19,1
Cajapió,MA,NORDESTE,ago/19,0
Cajari,MA,NORDESTE,ago/19,0
Campestre Do Maranhão,MA,NORDESTE,ago/19,1
Cândido Mendes,MA,NORDESTE,ago/19,0
Cantanhede,MA,NORDESTE,ago/19,0
Capinzal Do Norte,MA,NORDESTE,ago/19,0
Carolina,MA,NORDESTE,ago/19,0
Carutapera,MA,NORDESTE,ago/19,1
Caxias,MA,NORDESTE,ago/19,6
Cedral,MA,NORDESTE,ago/19,0
Central Do Maranhão,MA,NORDESTE,ago/19,0
Centro Do Guilherme,MA,NORDESTE,ago/19,0
Centro Novo Do Maranhão,MA,NORDESTE,ago/19,0
Chapadinha,MA,NORDESTE,ago/19,0
Cidelândia,MA,NORDESTE,ago/19,0
Codó,MA,NORDESTE,ago/19,2
Coelho Neto,MA,NORDESTE,ago/19,3
Colinas,MA,NORDESTE,ago/19,0
Conceição Do Lago-Açu,MA,NORDESTE,ago/19,0
Coroatá,MA,NORDESTE,ago/19,1
Cururupu,MA,NORDESTE,ago/19,0
Davinópolis,MA,NORDESTE,ago/19,0
Dom Pedro,MA,NORDESTE,ago/19,0
Duque Bacelar,MA,NORDESTE,ago/19,0
Esperantinópolis,MA,NORDESTE,ago/19,0
Estreito,MA,NORDESTE,ago/19,1
Feira Nova Do Maranhão,MA,NORDESTE,ago/19,0
Fernando Falcão,MA,NORDESTE,ago/19,0
Formosa Da Serra Negra,MA,NORDESTE,ago/19,0
Fortaleza Dos Nogueiras,MA,NORDESTE,ago/19,0
Fortuna,MA,NORDESTE,ago/19,0
Godofredo Viana,MA,NORDESTE,ago/19,1
Gonçalves Dias,MA,NORDESTE,ago/19,0
Governador Archer,MA,NORDESTE,ago/19,0
Governador Edison Lobão,MA,NORDESTE,ago/19,0
Governador Eugênio Barros,MA,NORDESTE,ago/19,0
Governador Luiz Rocha,MA,NORDESTE,ago/19,0
Governador Newton Bello,MA,NORDESTE,ago/19,0
Governador Nunes Freire,MA,NORDESTE,ago/19,1
Graça Aranha,MA,NORDESTE,ago/19,0
Grajaú,MA,NORDESTE,ago/19,2
Guimarães,MA,NORDESTE,ago/19,0
Humberto De Campos,MA,NORDESTE,ago/19,0
Icatu,MA,NORDESTE,ago/19,0
Igarapé Do Meio,MA,NORDESTE,ago/19,0
Igarapé Grande,MA,NORDESTE,ago/19,0
Imperatriz,MA,NORDESTE,ago/19,6
Itaipava Do Grajaú,MA,NORDESTE,ago/19,0
Itapecuru Mirim,MA,NORDESTE,ago/19,1
Itinga Do Maranhão,MA,NORDESTE,ago/19,0
Jatobá,MA,NORDESTE,ago/19,0
Jenipapo Dos Vieiras,MA,NORDESTE,ago/19,0
João Lisboa,MA,NORDESTE,ago/19,1
Joselândia,MA,NORDESTE,ago/19,0
Junco Do Maranhão,MA,NORDESTE,ago/19,0
Lago Da Pedra,MA,NORDESTE,ago/19,2
Lago Do Junco,MA,NORDESTE,ago/19,0
Lago Verde,MA,NORDESTE,ago/19,0
Lagoa Do Mato,MA,NORDESTE,ago/19,0
Lago Dos Rodrigues,MA,NORDESTE,ago/19,0
Lagoa Grande Do Maranhão,MA,NORDESTE,ago/19,0
Lajeado Novo,MA,NORDESTE,ago/19,0
Lima Campos,MA,NORDESTE,ago/19,0
Loreto,MA,NORDESTE,ago/19,0
Luís Domingues,MA,NORDESTE,ago/19,0
Magalhães De Almeida,MA,NORDESTE,ago/19,0
Maracaçumé,MA,NORDESTE,ago/19,2
Marajá Do Sena,MA,NORDESTE,ago/19,0
Maranhãozinho,MA,NORDESTE,ago/19,0
Mata Roma,MA,NORDESTE,ago/19,0
Matinha,MA,NORDESTE,ago/19,0
Matões,MA,NORDESTE,ago/19,0
Matões Do Norte,MA,NORDESTE,ago/19,0
Milagres Do Maranhão,MA,NORDESTE,ago/19,0
Mirador,MA,NORDESTE,ago/19,1
Miranda Do Norte,MA,NORDESTE,ago/19,0
Mirinzal,MA,NORDESTE,ago/19,1
Monção,MA,NORDESTE,ago/19,0
Montes Altos,MA,NORDESTE,ago/19,0
Morros,MA,NORDESTE,ago/19,2
Nina Rodrigues,MA,NORDESTE,ago/19,0
Nova Colinas,MA,NORDESTE,ago/19,0
Nova Iorque,MA,NORDESTE,ago/19,0
Nova Olinda Do Maranhão,MA,NORDESTE,ago/19,0
Olho D'Água Das Cunhãs,MA,NORDESTE,ago/19,0
Olinda Nova Do Maranhão,MA,NORDESTE,ago/19,0
Paço Do Lumiar,MA,NORDESTE,ago/19,0
Palmeirândia,MA,NORDESTE,ago/19,0
Paraibano,MA,NORDESTE,ago/19,0
Parnarama,MA,NORDESTE,ago/19,1
Passagem Franca,MA,NORDESTE,ago/19,0
Pastos Bons,MA,NORDESTE,ago/19,0
Paulino Neves,MA,NORDESTE,ago/19,0
Paulo Ramos,MA,NORDESTE,ago/19,0
Pedreiras,MA,NORDESTE,ago/19,0
Pedro Do Rosário,MA,NORDESTE,ago/19,0
Penalva,MA,NORDESTE,ago/19,0
Peri Mirim,MA,NORDESTE,ago/19,2
Peritoró,MA,NORDESTE,ago/19,0
Pindaré-Mirim,MA,NORDESTE,ago/19,0
Pinheiro,MA,NORDESTE,ago/19,3
Pio Xii,MA,NORDESTE,ago/19,0
Pirapemas,MA,NORDESTE,ago/19,0
Poção De Pedras,MA,NORDESTE,ago/19,1
Porto Franco,MA,NORDESTE,ago/19,0
Porto Rico Do Maranhão,MA,NORDESTE,ago/19,0
Presidente Dutra,MA,NORDESTE,ago/19,2
Presidente Juscelino,MA,NORDESTE,ago/19,0
Presidente Médici,MA,NORDESTE,ago/19,1
Presidente Sarney,MA,NORDESTE,ago/19,1
Presidente Vargas,MA,NORDESTE,ago/19,0
Primeira Cruz,MA,NORDESTE,ago/19,0
Raposa,MA,NORDESTE,ago/19,0
Riachão,MA,NORDESTE,ago/19,0
Ribamar Fiquene,MA,NORDESTE,ago/19,0
Rosário,MA,NORDESTE,ago/19,6
Sambaíba,MA,NORDESTE,ago/19,0
Santa Filomena Do Maranhão,MA,NORDESTE,ago/19,0
Santa Helena,MA,NORDESTE,ago/19,0
Santa Inês,MA,NORDESTE,ago/19,1
Santa Luzia,MA,NORDESTE,ago/19,1
Santa Luzia Do Paruá,MA,NORDESTE,ago/19,0
Santa Quitéria Do Maranhão,MA,NORDESTE,ago/19,0
Santa Rita,MA,NORDESTE,ago/19,0
Santana Do Maranhão,MA,NORDESTE,ago/19,0
Santo Amaro Do Maranhão,MA,NORDESTE,ago/19,0
Santo Antônio Dos Lopes,MA,NORDESTE,ago/19,0
São Benedito Do Rio Preto,MA,NORDESTE,ago/19,0
São Bento,MA,NORDESTE,ago/19,0
São Bernardo,MA,NORDESTE,ago/19,1
São Domingos Do Azeitão,MA,NORDESTE,ago/19,0
São Domingos Do Maranhão,MA,NORDESTE,ago/19,2
São Félix De Balsas,MA,NORDESTE,ago/19,0
São Francisco Do Brejão,MA,NORDESTE,ago/19,0
São Francisco Do Maranhão,MA,NORDESTE,ago/19,0
São João Batista,MA,NORDESTE,ago/19,1
São João Do Carú,MA,NORDESTE,ago/19,2
São João Do Paraíso,MA,NORDESTE,ago/19,0
São João Do Soter,MA,NORDESTE,ago/19,1
São João Dos Patos,MA,NORDESTE,ago/19,0
São José De Ribamar,MA,NORDESTE,ago/19,2
São José Dos Basílios,MA,NORDESTE,ago/19,0
São Luís,MA,NORDESTE,ago/19,25
São Luís Gonzaga Do Maranhão,MA,NORDESTE,ago/19,0
São Mateus Do Maranhão,MA,NORDESTE,ago/19,0
São Pedro Da Água Branca,MA,NORDESTE,ago/19,0
São Pedro Dos Crentes,MA,NORDESTE,ago/19,0
São Raimundo Das Mangabeiras,MA,NORDESTE,ago/19,0
São Raimundo Do Doca Bezerra,MA,NORDESTE,ago/19,0
São Roberto,MA,NORDESTE,ago/19,0
São Vicente Ferrer,MA,NORDESTE,ago/19,1
Satubinha,MA,NORDESTE,ago/19,0
Senador Alexandre Costa,MA,NORDESTE,ago/19,0
Senador La Rocque,MA,NORDESTE,ago/19,1
Serrano Do Maranhão,MA,NORDESTE,ago/19,0
Sítio Novo,MA,NORDESTE,ago/19,0
Sucupira Do Norte,MA,NORDESTE,ago/19,1
Sucupira Do Riachão,MA,NORDESTE,ago/19,0
Tasso Fragoso,MA,NORDESTE,ago/19,0
Timbiras,MA,NORDESTE,ago/19,0
Timon,MA,NORDESTE,ago/19,3
Trizidela Do Vale,MA,NORDESTE,ago/19,1
Tufilândia,MA,NORDESTE,ago/19,0
Tuntum,MA,NORDESTE,ago/19,0
Turiaçu,MA,NORDESTE,ago/19,0
Turilândia,MA,NORDESTE,ago/19,1
Tutóia,MA,NORDESTE,ago/19,1
Urbano Santos,MA,NORDESTE,ago/19,0
Vargem Grande,MA,NORDESTE,ago/19,0
Viana,MA,NORDESTE,ago/19,2
Vila Nova Dos Martírios,MA,NORDESTE,ago/19,0
Vitória Do Mearim,MA,NORDESTE,ago/19,0
Vitorino Freire,MA,NORDESTE,ago/19,0
Zé Doca,MA,NORDESTE,ago/19,1
Açailândia,MA,NORDESTE,set/19,2
Afonso Cunha,MA,NORDESTE,set/19,0
Água Doce Do Maranhão,MA,NORDESTE,set/19,0
Alcântara,MA,NORDESTE,set/19,0
Aldeias Altas,MA,NORDESTE,set/19,1
Altamira Do Maranhão,MA,NORDESTE,set/19,0
Alto Alegre Do Maranhão,MA,NORDESTE,set/19,0
Alto Alegre Do Pindaré,MA,NORDESTE,set/19,0
Alto Parnaíba,MA,NORDESTE,set/19,0
Amapá Do Maranhão,MA,NORDESTE,set/19,0
Amarante Do Maranhão,MA,NORDESTE,set/19,1
Anajatuba,MA,NORDESTE,set/19,0
Anapurus,MA,NORDESTE,set/19,0
Apicum-Açu,MA,NORDESTE,set/19,1
Araguanã,MA,NORDESTE,set/19,0
Araioses,MA,NORDESTE,set/19,0
Arame,MA,NORDESTE,set/19,1
Arari,MA,NORDESTE,set/19,0
Axixá,MA,NORDESTE,set/19,0
Bacabal,MA,NORDESTE,set/19,3
Bacabeira,MA,NORDESTE,set/19,0
Bacuri,MA,NORDESTE,set/19,0
Bacurituba,MA,NORDESTE,set/19,0
Balsas,MA,NORDESTE,set/19,5
Barão De Grajaú,MA,NORDESTE,set/19,0
Barra Do Corda,MA,NORDESTE,set/19,0
Barreirinhas,MA,NORDESTE,set/19,1
Belágua,MA,NORDESTE,set/19,0
Bela Vista Do Maranhão,MA,NORDESTE,set/19,0
Benedito Leite,MA,NORDESTE,set/19,0
Bequimão,MA,NORDESTE,set/19,2
Bernardo Do Mearim,MA,NORDESTE,set/19,0
Boa Vista Do Gurupi,MA,NORDESTE,set/19,0
Bom Jardim,MA,NORDESTE,set/19,0
Bom Jesus Das Selvas,MA,NORDESTE,set/19,2
Bom Lugar,MA,NORDESTE,set/19,0
Brejo,MA,NORDESTE,set/19,0
Brejo De Areia,MA,NORDESTE,set/19,0
Buriti,MA,NORDESTE,set/19,0
Buriti Bravo,MA,NORDESTE,set/19,0
Buriticupu,MA,NORDESTE,set/19,0
Buritirana,MA,NORDESTE,set/19,1
Cachoeira Grande,MA,NORDESTE,set/19,0
Cajapió,MA,NORDESTE,set/19,0
Cajari,MA,NORDESTE,set/19,0
Campestre Do Maranhão,MA,NORDESTE,set/19,0
Cândido Mendes,MA,NORDESTE,set/19,1
Cantanhede,MA,NORDESTE,set/19,0
Capinzal Do Norte,MA,NORDESTE,set/19,0
Carolina,MA,NORDESTE,set/19,0
Carutapera,MA,NORDESTE,set/19,0
Caxias,MA,NORDESTE,set/19,2
Cedral,MA,NORDESTE,set/19,0
Central Do Maranhão,MA,NORDESTE,set/19,0
Centro Do Guilherme,MA,NORDESTE,set/19,1
Centro Novo Do Maranhão,MA,NORDESTE,set/19,0
Chapadinha,MA,NORDESTE,set/19,2
Cidelândia,MA,NORDESTE,set/19,0
Codó,MA,NORDESTE,set/19,3
Coelho Neto,MA,NORDESTE,set/19,0
Colinas,MA,NORDESTE,set/19,0
Conceição Do Lago-Açu,MA,NORDESTE,set/19,1
Coroatá,MA,NORDESTE,set/19,1
Cururupu,MA,NORDESTE,set/19,0
Davinópolis,MA,NORDESTE,set/19,4
Dom Pedro,MA,NORDESTE,set/19,0
Duque Bacelar,MA,NORDESTE,set/19,0
Esperantinópolis,MA,NORDESTE,set/19,0
Estreito,MA,NORDESTE,set/19,3
Feira Nova Do Maranhão,MA,NORDESTE,set/19,0
Fernando Falcão,MA,NORDESTE,set/19,0
Formosa Da Serra Negra,MA,NORDESTE,set/19,0
Fortaleza Dos Nogueiras,MA,NORDESTE,set/19,1
Fortuna,MA,NORDESTE,set/19,1
Godofredo Viana,MA,NORDESTE,set/19,0
Gonçalves Dias,MA,NORDESTE,set/19,0
Governador Archer,MA,NORDESTE,set/19,0
Governador Edison Lobão,MA,NORDESTE,set/19,1
Governador Eugênio Barros,MA,NORDESTE,set/19,0
Governador Luiz Rocha,MA,NORDESTE,set/19,0
Governador Newton Bello,MA,NORDESTE,set/19,0
Governador Nunes Freire,MA,NORDESTE,set/19,0
Graça Aranha,MA,NORDESTE,set/19,1
Grajaú,MA,NORDESTE,set/19,1
Guimarães,MA,NORDESTE,set/19,0
Humberto De Campos,MA,NORDESTE,set/19,0
Icatu,MA,NORDESTE,set/19,1
Igarapé Do Meio,MA,NORDESTE,set/19,0
Igarapé Grande,MA,NORDESTE,set/19,0
Imperatriz,MA,NORDESTE,set/19,20
Itaipava Do Grajaú,MA,NORDESTE,set/19,0
Itapecuru Mirim,MA,NORDESTE,set/19,0
Itinga Do Maranhão,MA,NORDESTE,set/19,0
Jatobá,MA,NORDESTE,set/19,0
Jenipapo Dos Vieiras,MA,NORDESTE,set/19,0
João Lisboa,MA,NORDESTE,set/19,5
Joselândia,MA,NORDESTE,set/19,0
Junco Do Maranhão,MA,NORDESTE,set/19,0
Lago Da Pedra,MA,NORDESTE,set/19,0
Lago Do Junco,MA,NORDESTE,set/19,0
Lago Verde,MA,NORDESTE,set/19,1
Lagoa Do Mato,MA,NORDESTE,set/19,0
Lago Dos Rodrigues,MA,NORDESTE,set/19,0
Lagoa Grande Do Maranhão,MA,NORDESTE,set/19,0
Lajeado Novo,MA,NORDESTE,set/19,0
Lima Campos,MA,NORDESTE,set/19,0
Loreto,MA,NORDESTE,set/19,0
Luís Domingues,MA,NORDESTE,set/19,0
Magalhães De Almeida,MA,NORDESTE,set/19,0
Maracaçumé,MA,NORDESTE,set/19,0
Marajá Do Sena,MA,NORDESTE,set/19,1
Maranhãozinho,MA,NORDESTE,set/19,1
Mata Roma,MA,NORDESTE,set/19,0
Matinha,MA,NORDESTE,set/19,0
Matões,MA,NORDESTE,set/19,0
Matões Do Norte,MA,NORDESTE,set/19,0
Milagres Do Maranhão,MA,NORDESTE,set/19,0
Mirador,MA,NORDESTE,set/19,0
Miranda Do Norte,MA,NORDESTE,set/19,0
Mirinzal,MA,NORDESTE,set/19,1
Monção,MA,NORDESTE,set/19,0
Montes Altos,MA,NORDESTE,set/19,0
Morros,MA,NORDESTE,set/19,0
Nina Rodrigues,MA,NORDESTE,set/19,0
Nova Colinas,MA,NORDESTE,set/19,0
Nova Iorque,MA,NORDESTE,set/19,0
Nova Olinda Do Maranhão,MA,NORDESTE,set/19,0
Olho D'Água Das Cunhãs,MA,NORDESTE,set/19,0
Olinda Nova Do Maranhão,MA,NORDESTE,set/19,0
Paço Do Lumiar,MA,NORDESTE,set/19,1
Palmeirândia,MA,NORDESTE,set/19,0
Paraibano,MA,NORDESTE,set/19,1
Parnarama,MA,NORDESTE,set/19,0
Passagem Franca,MA,NORDESTE,set/19,1
Pastos Bons,MA,NORDESTE,set/19,0
Paulino Neves,MA,NORDESTE,set/19,0
Paulo Ramos,MA,NORDESTE,set/19,1
Pedreiras,MA,NORDESTE,set/19,0
Pedro Do Rosário,MA,NORDESTE,set/19,0
Penalva,MA,NORDESTE,set/19,1
Peri Mirim,MA,NORDESTE,set/19,0
Peritoró,MA,NORDESTE,set/19,0
Pindaré-Mirim,MA,NORDESTE,set/19,2
Pinheiro,MA,NORDESTE,set/19,1
Pio Xii,MA,NORDESTE,set/19,0
Pirapemas,MA,NORDESTE,set/19,1
Poção De Pedras,MA,NORDESTE,set/19,0
Porto Franco,MA,NORDESTE,set/19,0
Porto Rico Do Maranhão,MA,NORDESTE,set/19,0
Presidente Dutra,MA,NORDESTE,set/19,1
Presidente Juscelino,MA,NORDESTE,set/19,0
Presidente Médici,MA,NORDESTE,set/19,1
Presidente Sarney,MA,NORDESTE,set/19,0
Presidente Vargas,MA,NORDESTE,set/19,0
Primeira Cruz,MA,NORDESTE,set/19,0
Raposa,MA,NORDESTE,set/19,0
Riachão,MA,NORDESTE,set/19,0
Ribamar Fiquene,MA,NORDESTE,set/19,0
Rosário,MA,NORDESTE,set/19,1
Sambaíba,MA,NORDESTE,set/19,0
Santa Filomena Do Maranhão,MA,NORDESTE,set/19,0
Santa Helena,MA,NORDESTE,set/19,0
Santa Inês,MA,NORDESTE,set/19,2
Santa Luzia,MA,NORDESTE,set/19,1
Santa Luzia Do Paruá,MA,NORDESTE,set/19,1
Santa Quitéria Do Maranhão,MA,NORDESTE,set/19,0
Santa Rita,MA,NORDESTE,set/19,0
Santana Do Maranhão,MA,NORDESTE,set/19,0
Santo Amaro Do Maranhão,MA,NORDESTE,set/19,1
Santo Antônio Dos Lopes,MA,NORDESTE,set/19,0
São Benedito Do Rio Preto,MA,NORDESTE,set/19,0
São Bento,MA,NORDESTE,set/19,0
São Bernardo,MA,NORDESTE,set/19,0
São Domingos Do Azeitão,MA,NORDESTE,set/19,1
São Domingos Do Maranhão,MA,NORDESTE,set/19,0
São Félix De Balsas,MA,NORDESTE,set/19,0
São Francisco Do Brejão,MA,NORDESTE,set/19,1
São Francisco Do Maranhão,MA,NORDESTE,set/19,0
São João Batista,MA,NORDESTE,set/19,0
São João Do Carú,MA,NORDESTE,set/19,0
São João Do Paraíso,MA,NORDESTE,set/19,0
São João Do Soter,MA,NORDESTE,set/19,0
São João Dos Patos,MA,NORDESTE,set/19,1
São José De Ribamar,MA,NORDESTE,set/19,6
São José Dos Basílios,MA,NORDESTE,set/19,1
São Luís,MA,NORDESTE,set/19,13
São Luís Gonzaga Do Maranhão,MA,NORDESTE,set/19,0
São Mateus Do Maranhão,MA,NORDESTE,set/19,2
São Pedro Da Água Branca,MA,NORDESTE,set/19,0
São Pedro Dos Crentes,MA,NORDESTE,set/19,0
São Raimundo Das Mangabeiras,MA,NORDESTE,set/19,0
São Raimundo Do Doca Bezerra,MA,NORDESTE,set/19,0
São Roberto,MA,NORDESTE,set/19,0
São Vicente Ferrer,MA,NORDESTE,set/19,0
Satubinha,MA,NORDESTE,set/19,1
Senador Alexandre Costa,MA,NORDESTE,set/19,0
Senador La Rocque,MA,NORDESTE,set/19,0
Serrano Do Maranhão,MA,NORDESTE,set/19,0
Sítio Novo,MA,NORDESTE,set/19,1
Sucupira Do Norte,MA,NORDESTE,set/19,0
Sucupira Do Riachão,MA,NORDESTE,set/19,0
Tasso Fragoso,MA,NORDESTE,set/19,0
Timbiras,MA,NORDESTE,set/19,0
Timon,MA,NORDESTE,set/19,2
Trizidela Do Vale,MA,NORDESTE,set/19,2
Tufilândia,MA,NORDESTE,set/19,0
Tuntum,MA,NORDESTE,set/19,0
Turiaçu,MA,NORDESTE,set/19,0
Turilândia,MA,NORDESTE,set/19,1
