Município,Sigla UF,Região,Mês/Ano,Vítimas
Santo Antônio Do Içá,AM,NORTE,jun/18,0
São Gabriel Da Cachoeira,AM,NORTE,jun/18,0
São Paulo De Olivença,AM,NORTE,jun/18,0
São Sebastião Do Uatumã,AM,NORTE,jun/18,0
Silves,AM,NORTE,jun/18,0
Tabatinga,AM,NORTE,jun/18,1
Tapauá,AM,NORTE,jun/18,0
Tefé,AM,NORTE,jun/18,0
Tonantins,AM,NORTE,jun/18,0
Uarini,AM,NORTE,jun/18,0
Urucará,AM,NORTE,jun/18,0
Urucurituba,AM,NORTE,jun/18,0
Alvarães,AM,NORTE,jul/18,0
Amaturá,AM,NORTE,jul/18,0
Anamã,AM,NORTE,jul/18,0
Anori,AM,NORTE,jul/18,0
Apuí,AM,NORTE,jul/18,0
Atalaia Do Norte,AM,NORTE,jul/18,0
Autazes,AM,NORTE,jul/18,0
Barcelos,AM,NORTE,jul/18,0
Barreirinha,AM,NORTE,jul/18,0
Benjamin Constant,AM,NORTE,jul/18,0
Beruri,AM,NORTE,jul/18,0
Boa Vista Do Ramos,AM,NORTE,jul/18,0
Boca Do Acre,AM,NORTE,jul/18,0
Borba,AM,NORTE,jul/18,2
Caapiranga,AM,NORTE,jul/18,0
Canutama,AM,NORTE,jul/18,0
Carauari,AM,NORTE,jul/18,0
Careiro,AM,NORTE,jul/18,1
Careiro Da Várzea,AM,NORTE,jul/18,0
Coari,AM,NORTE,jul/18,3
Codajás,AM,NORTE,jul/18,0
Eirunepé,AM,NORTE,jul/18,0
Envira,AM,NORTE,jul/18,0
Fonte Boa,AM,NORTE,jul/18,0
Guajará,AM,NORTE,jul/18,0
Humaitá,AM,NORTE,jul/18,1
Ipixuna,AM,NORTE,jul/18,0
Iranduba,AM,NORTE,jul/18,2
Itacoatiara,AM,NORTE,jul/18,1
Itamarati,AM,NORTE,jul/18,0
Itapiranga,AM,NORTE,jul/18,0
Japurá,AM,NORTE,jul/18,0
Juruá,AM,NORTE,jul/18,0
Jutaí,AM,NORTE,jul/18,0
Lábrea,AM,NORTE,jul/18,0
Manacapuru,AM,NORTE,jul/18,6
Manaquiri,AM,NORTE,jul/18,0
Manaus,AM,NORTE,jul/18,94
Manicoré,AM,NORTE,jul/18,0
Maraã,AM,NORTE,jul/18,0
Maués,AM,NORTE,jul/18,0
Nhamundá,AM,NORTE,jul/18,0
Nova Olinda Do Norte,AM,NORTE,jul/18,0
Novo Airão,AM,NORTE,jul/18,0
Novo Aripuanã,AM,NORTE,jul/18,0
Parintins,AM,NORTE,jul/18,0
Pauini,AM,NORTE,jul/18,0
Presidente Figueiredo,AM,NORTE,jul/18,2
Rio Preto Da Eva,AM,NORTE,jul/18,2
Santa Isabel Do Rio Negro,AM,NORTE,jul/18,0
Santo Antônio Do Içá,AM,NORTE,jul/18,0
São Gabriel Da Cachoeira,AM,NORTE,jul/18,0
São Paulo De Olivença,AM,NORTE,jul/18,0
São Sebastião Do Uatumã,AM,NORTE,jul/18,0
Silves,AM,NORTE,jul/18,0
Tabatinga,AM,NORTE,jul/18,1
Tapauá,AM,NORTE,jul/18,0
Tefé,AM,NORTE,jul/18,0
Tonantins,AM,NORTE,jul/18,0
Uarini,AM,NORTE,jul/18,0
Urucará,AM,NORTE,jul/18,0
Urucurituba,AM,NORTE,jul/18,0
Alvarães,AM,NORTE,ago/18,0
Amaturá,AM,NORTE,ago/18,0
Anamã,AM,NORTE,ago/18,0
Anori,AM,NORTE,ago/18,0
Apuí,AM,NORTE,ago/18,0
Atalaia Do Norte,AM,NORTE,ago/18,0
Autazes,AM,NORTE,ago/18,0
Barcelos,AM,NORTE,ago/18,0
Barreirinha,AM,NORTE,ago/18,0
Benjamin Constant,AM,NORTE,ago/18,0
Beruri,AM,NORTE,ago/18,0
Boa Vista Do Ramos,AM,NORTE,ago/18,0
Boca Do Acre,AM,NORTE,ago/18,0
Borba,AM,NORTE,ago/18,0
Caapiranga,AM,NORTE,ago/18,2
Canutama,AM,NORTE,ago/18,0
Carauari,AM,NORTE,ago/18,0
Careiro,AM,NORTE,ago/18,0
Careiro Da Várzea,AM,NORTE,ago/18,0
Coari,AM,NORTE,ago/18,0
Codajás,AM,NORTE,ago/18,0
Eirunepé,AM,NORTE,ago/18,0
Envira,AM,NORTE,ago/18,0
Fonte Boa,AM,NORTE,ago/18,0
Guajará,AM,NORTE,ago/18,0
Humaitá,AM,NORTE,ago/18,0
Ipixuna,AM,NORTE,ago/18,0
Iranduba,AM,NORTE,ago/18,1
Itacoatiara,AM,NORTE,ago/18,2
Itamarati,AM,NORTE,ago/18,0
Itapiranga,AM,NORTE,ago/18,0
Japurá,AM,NORTE,ago/18,0
Juruá,AM,NORTE,ago/18,0
Jutaí,AM,NORTE,ago/18,0
Lábrea,AM,NORTE,ago/18,0
Manacapuru,AM,NORTE,ago/18,5
Manaquiri,AM,NORTE,ago/18,0
Manaus,AM,NORTE,ago/18,71
Manicoré,AM,NORTE,ago/18,0
Maraã,AM,NORTE,ago/18,0
Maués,AM,NORTE,ago/18,0
Nhamundá,AM,NORTE,ago/18,0
Nova Olinda Do Norte,AM,NORTE,ago/18,0
Novo Airão,AM,NORTE,ago/18,2
Novo Aripuanã,AM,NORTE,ago/18,0
Parintins,AM,NORTE,ago/18,2
Pauini,AM,NORTE,ago/18,0
Presidente Figueiredo,AM,NORTE,ago/18,2
Rio Preto Da Eva,AM,NORTE,ago/18,1
Santa Isabel Do Rio Negro,AM,NORTE,ago/18,1
Santo Antônio Do Içá,AM,NORTE,ago/18,0
São Gabriel Da Cachoeira,AM,NORTE,ago/18,1
São Paulo De Olivença,AM,NORTE,ago/18,0
São Sebastião Do Uatumã,AM,NORTE,ago/18,0
Silves,AM,NORTE,ago/18,0
Tabatinga,AM,NORTE,ago/18,2
Tapauá,AM,NORTE,ago/18,0
Tefé,AM,NORTE,ago/18,1
Tonantins,AM,NORTE,ago/18,0
Uarini,AM,NORTE,ago/18,1
Urucará,AM,NORTE,ago/18,0
Urucurituba,AM,NORTE,ago/18,0
Alvarães,AM,NORTE,set/18,0
Amaturá,AM,NORTE,set/18,0
Anamã,AM,NORTE,set/18,0
Anori,AM,NORTE,set/18,1
Apuí,AM,NORTE,set/18,0
Atalaia Do Norte,AM,NORTE,set/18,0
Autazes,AM,NORTE,set/18,2
Barcelos,AM,NORTE,set/18,1
Barreirinha,AM,NORTE,set/18,0
Benjamin Constant,AM,NORTE,set/18,2
Beruri,AM,NORTE,set/18,2
Boa Vista Do Ramos,AM,NORTE,set/18,0
Boca Do Acre,AM,NORTE,set/18,0
Borba,AM,NORTE,set/18,0
Caapiranga,AM,NORTE,set/18,1
Canutama,AM,NORTE,set/18,0
Carauari,AM,NORTE,set/18,0
Careiro,AM,NORTE,set/18,1
Careiro Da Várzea,AM,NORTE,set/18,0
Coari,AM,NORTE,set/18,2
Codajás,AM,NORTE,set/18,0
Eirunepé,AM,NORTE,set/18,0
Envira,AM,NORTE,set/18,0
Fonte Boa,AM,NORTE,set/18,0
Guajará,AM,NORTE,set/18,0
Humaitá,AM,NORTE,set/18,0
Ipixuna,AM,NORTE,set/18,0
Iranduba,AM,NORTE,set/18,0
Itacoatiara,AM,NORTE,set/18,1
Itamarati,AM,NORTE,set/18,0
Itapiranga,AM,NORTE,set/18,0
Japurá,AM,NORTE,set/18,0
Juruá,AM,NORTE,set/18,0
Jutaí,AM,NORTE,set/18,0
Lábrea,AM,NORTE,set/18,1
Manacapuru,AM,NORTE,set/18,3
Manaquiri,AM,NORTE,set/18,0
Manaus,AM,NORTE,set/18,82
Manicoré,AM,NORTE,set/18,0
Maraã,AM,NORTE,set/18,1
Maués,AM,NORTE,set/18,0
Nhamundá,AM,NORTE,set/18,0
Nova Olinda Do Norte,AM,NORTE,set/18,0
Novo Airão,AM,NORTE,set/18,0
Novo Aripuanã,AM,NORTE,set/18,0
Parintins,AM,NORTE,set/18,0
Pauini,AM,NORTE,set/18,1
Presidente Figueiredo,AM,NORTE,set/18,1
Rio Preto Da Eva,AM,NORTE,set/18,1
Santa Isabel Do Rio Negro,AM,NORTE,set/18,0
Santo Antônio Do Içá,AM,NORTE,set/18,0
São Gabriel Da Cachoeira,AM,NORTE,set/18,0
São Paulo De Olivença,AM,NORTE,set/18,0
São Sebastião Do Uatumã,AM,NORTE,set/18,0
Silves,AM,NORTE,set/18,0
Tabatinga,AM,NORTE,set/18,0
Tapauá,AM,NORTE,set/18,0
Tefé,AM,NORTE,set/18,0
Tonantins,AM,NORTE,set/18,0
Uarini,AM,NORTE,set/18,0
Urucará,AM,NORTE,set/18,1
Urucurituba,AM,NORTE,set/18,0
Alvarães,AM,NORTE,out/18,0
Amaturá,AM,NORTE,out/18,0
Anamã,AM,NORTE,out/18,0
Anori,AM,NORTE,out/18,0
Apuí,AM,NORTE,out/18,1
Atalaia Do Norte,AM,NORTE,out/18,0
Autazes,AM,NORTE,out/18,0
Barcelos,AM,NORTE,out/18,0
Barreirinha,AM,NORTE,out/18,0
Benjamin Constant,AM,NORTE,out/18,0
Beruri,AM,NORTE,out/18,0
Boa Vista Do Ramos,AM,NORTE,out/18,0
Boca Do Acre,AM,NORTE,out/18,0
Borba,AM,NORTE,out/18,1
Caapiranga,AM,NORTE,out/18,1
Canutama,AM,NORTE,out/18,0
Carauari,AM,NORTE,out/18,0
Careiro,AM,NORTE,out/18,3
Careiro Da Várzea,AM,NORTE,out/18,0
Coari,AM,NORTE,out/18,0
Codajás,AM,NORTE,out/18,1
Eirunepé,AM,NORTE,out/18,0
Envira,AM,NORTE,out/18,0
Fonte Boa,AM,NORTE,out/18,0
Guajará,AM,NORTE,out/18,0
Humaitá,AM,NORTE,out/18,0
Ipixuna,AM,NORTE,out/18,0
Iranduba,AM,NORTE,out/18,1
Itacoatiara,AM,NORTE,out/18,0
Itamarati,AM,NORTE,out/18,0
Itapiranga,AM,NORTE,out/18,1
Japurá,AM,NORTE,out/18,0
Juruá,AM,NORTE,out/18,0
Jutaí,AM,NORTE,out/18,0
Lábrea,AM,NORTE,out/18,1
Manacapuru,AM,NORTE,out/18,6
Manaquiri,AM,NORTE,out/18,1
Manaus,AM,NORTE,out/18,104
Manicoré,AM,NORTE,out/18,0
Maraã,AM,NORTE,out/18,0
Maués,AM,NORTE,out/18,0
Nhamundá,AM,NORTE,out/18,0
Nova Olinda Do Norte,AM,NORTE,out/18,0
Novo Airão,AM,NORTE,out/18,1
Novo Aripuanã,AM,NORTE,out/18,0
Parintins,AM,NORTE,out/18,0
Pauini,AM,NORTE,out/18,0
Presidente Figueiredo,AM,NORTE,out/18,2
Rio Preto Da Eva,AM,NORTE,out/18,0
Santa Isabel Do Rio Negro,AM,NORTE,out/18,0
Santo Antônio Do Içá,AM,NORTE,out/18,0
São Gabriel Da Cachoeira,AM,NORTE,out/18,0
São Paulo De Olivença,AM,NORTE,out/18,0
São Sebastião Do Uatumã,AM,NORTE,out/18,0
Silves,AM,NORTE,out/18,1
Tabatinga,AM,NORTE,out/18,0
Tapauá,AM,NORTE,out/18,0
Tefé,AM,NORTE,out/18,0
Tonantins,AM,NORTE,out/18,0
Uarini,AM,NORTE,out/18,0
Urucará,AM,NORTE,out/18,0
Urucurituba,AM,NORTE,out/18,0
Alvarães,AM,NORTE,nov/18,0
Amaturá,AM,NORTE,nov/18,0
Anamã,AM,NORTE,nov/18,0
Anori,AM,NORTE,nov/18,0
Apuí,AM,NORTE,nov/18,0
Atalaia Do Norte,AM,NORTE,nov/18,0
Autazes,AM,NORTE,nov/18,0
Barcelos,AM,NORTE,nov/18,0
Barreirinha,AM,NORTE,nov/18,0
Benjamin Constant,AM,NORTE,nov/18,0
Beruri,AM,NORTE,nov/18,0
Boa Vista Do Ramos,AM,NORTE,nov/18,0
Boca Do Acre,AM,NORTE,nov/18,0
Borba,AM,NORTE,nov/18,0
Caapiranga,AM,NORTE,nov/18,0
Canutama,AM,NORTE,nov/18,0
Carauari,AM,NORTE,nov/18,0
Careiro,AM,NORTE,nov/18,1
Careiro Da Várzea,AM,NORTE,nov/18,0
Coari,AM,NORTE,nov/18,1
Codajás,AM,NORTE,nov/18,0
Eirunepé,AM,NORTE,nov/18,0
Envira,AM,NORTE,nov/18,0
Fonte Boa,AM,NORTE,nov/18,0
Guajará,AM,NORTE,nov/18,0
Humaitá,AM,NORTE,nov/18,0
Ipixuna,AM,NORTE,nov/18,0
Iranduba,AM,NORTE,nov/18,1
Itacoatiara,AM,NORTE,nov/18,3
Itamarati,AM,NORTE,nov/18,0
Itapiranga,AM,NORTE,nov/18,0
Japurá,AM,NORTE,nov/18,0
Juruá,AM,NORTE,nov/18,0
Jutaí,AM,NORTE,nov/18,0
Lábrea,AM,NORTE,nov/18,0
Manacapuru,AM,NORTE,nov/18,2
Manaquiri,AM,NORTE,nov/18,0
Manaus,AM,NORTE,nov/18,51
Manicoré,AM,NORTE,nov/18,0
Maraã,AM,NORTE,nov/18,0
Maués,AM,NORTE,nov/18,1
Nhamundá,AM,NORTE,nov/18,0
Nova Olinda Do Norte,AM,NORTE,nov/18,0
Novo Airão,AM,NORTE,nov/18,2
Novo Aripuanã,AM,NORTE,nov/18,0
Parintins,AM,NORTE,nov/18,2
Pauini,AM,NORTE,nov/18,0
Presidente Figueiredo,AM,NORTE,nov/18,0
Rio Preto Da Eva,AM,NORTE,nov/18,3
Santa Isabel Do Rio Negro,AM,NORTE,nov/18,0
Santo Antônio Do Içá,AM,NORTE,nov/18,0
São Gabriel Da Cachoeira,AM,NORTE,nov/18,0
São Paulo De Olivença,AM,NORTE,nov/18,0
São Sebastião Do Uatumã,AM,NORTE,nov/18,0
Silves,AM,NORTE,nov/18,0
Tabatinga,AM,NORTE,nov/18,0
Tapauá,AM,NORTE,nov/18,0
Tefé,AM,NORTE,nov/18,0
Tonantins,AM,NORTE,nov/18,0
Uarini,AM,NORTE,nov/18,0
Urucará,AM,NORTE,nov/18,0
Urucurituba,AM,NORTE,nov/18,0
Alvarães,AM,NORTE,dez/18,0
Amaturá,AM,NORTE,dez/18,0
Anamã,AM,NORTE,dez/18,0
Anori,AM,NORTE,dez/18,0
Apuí,AM,NORTE,dez/18,0
Atalaia Do Norte,AM,NORTE,dez/18,0
Autazes,AM,NORTE,dez/18,0
Barcelos,AM,NORTE,dez/18,0
Barreirinha,AM,NORTE,dez/18,0
Benjamin Constant,AM,NORTE,dez/18,0
Beruri,AM,NORTE,dez/18,0
Boa Vista Do Ramos,AM,NORTE,dez/18,0
Boca Do Acre,AM,NORTE,dez/18,0
Borba,AM,NORTE,dez/18,0
Caapiranga,AM,NORTE,dez/18,0
Canutama,AM,NORTE,dez/18,0
Carauari,AM,NORTE,dez/18,0
Careiro,AM,NORTE,dez/18,0
Careiro Da Várzea,AM,NORTE,dez/18,2
Coari,AM,NORTE,dez/18,0
Codajás,AM,NORTE,dez/18,0
Eirunepé,AM,NORTE,dez/18,0
Envira,AM,NORTE,dez/18,0
Fonte Boa,AM,NORTE,dez/18,0
Guajará,AM,NORTE,dez/18,0
Humaitá,AM,NORTE,dez/18,0
Ipixuna,AM,NORTE,dez/18,0
Iranduba,AM,NORTE,dez/18,1
Itacoatiara,AM,NORTE,dez/18,3
Itamarati,AM,NORTE,dez/18,0
Itapiranga,AM,NORTE,dez/18,0
Japurá,AM,NORTE,dez/18,0
Juruá,AM,NORTE,dez/18,0
Jutaí,AM,NORTE,dez/18,0
Lábrea,AM,NORTE,dez/18,0
Manacapuru,AM,NORTE,dez/18,2
Manaquiri,AM,NORTE,dez/18,0
Manaus,AM,NORTE,dez/18,54
Manicoré,AM,NORTE,dez/18,0
Maraã,AM,NORTE,dez/18,0
Maués,AM,NORTE,dez/18,0
Nhamundá,AM,NORTE,dez/18,0
Nova Olinda Do Norte,AM,NORTE,dez/18,0
Novo Airão,AM,NORTE,dez/18,1
Novo Aripuanã,AM,NORTE,dez/18,0
Parintins,AM,NORTE,dez/18,0
Pauini,AM,NORTE,dez/18,0
Presidente Figueiredo,AM,NORTE,dez/18,0
Rio Preto Da Eva,AM,NORTE,dez/18,2
Santa Isabel Do Rio Negro,AM,NORTE,dez/18,0
Santo Antônio Do Içá,AM,NORTE,dez/18,0
São Gabriel Da Cachoeira,AM,NORTE,dez/18,0
São Paulo De Olivença,AM,NORTE,dez/18,0
São Sebastião Do Uatumã,AM,NORTE,dez/18,0
Silves,AM,NORTE,dez/18,0
Tabatinga,AM,NORTE,dez/18,0
Tapauá,AM,NORTE,dez/18,0
Tefé,AM,NORTE,dez/18,1
Tonantins,AM,NORTE,dez/18,0
Uarini,AM,NORTE,dez/18,0
Urucará,AM,NORTE,dez/18,0
Urucurituba,AM,NORTE,dez/18,0
Alvarães,AM,NORTE,jan/19,0
Amaturá,AM,NORTE,jan/19,0
Anamã,AM,NORTE,jan/19,0
Anori,AM,NORTE,jan/19,0
Apuí,AM,NORTE,jan/19,0
Atalaia Do Norte,AM,NORTE,jan/19,0
Autazes,AM,NORTE,jan/19,2
Barcelos,AM,NORTE,jan/19,0
Barreirinha,AM,NORTE,jan/19,0
Benjamin Constant,AM,NORTE,jan/19,0
Beruri,AM,NORTE,jan/19,0
Boa Vista Do Ramos,AM,NORTE,jan/19,0
Boca Do Acre,AM,NORTE,jan/19,0
Borba,AM,NORTE,jan/19,0
Caapiranga,AM,NORTE,jan/19,0
Canutama,AM,NORTE,jan/19,0
Carauari,AM,NORTE,jan/19,0
Careiro,AM,NORTE,jan/19,1
Careiro Da Várzea,AM,NORTE,jan/19,0
Coari,AM,NORTE,jan/19,0
Codajás,AM,NORTE,jan/19,0
Eirunepé,AM,NORTE,jan/19,0
Envira,AM,NORTE,jan/19,0
Fonte Boa,AM,NORTE,jan/19,0
Guajará,AM,NORTE,jan/19,0
Humaitá,AM,NORTE,jan/19,0
Ipixuna,AM,NORTE,jan/19,0
Iranduba,AM,NORTE,jan/19,2
Itacoatiara,AM,NORTE,jan/19,1
Itamarati,AM,NORTE,jan/19,0
Itapiranga,AM,NORTE,jan/19,0
Japurá,AM,NORTE,jan/19,0
Juruá,AM,NORTE,jan/19,0
Jutaí,AM,NORTE,jan/19,0
Lábrea,AM,NORTE,jan/19,0
Manacapuru,AM,NORTE,jan/19,1
Manaquiri,AM,NORTE,jan/19,1
Manaus,AM,NORTE,jan/19,69
Manicoré,AM,NORTE,jan/19,0
Maraã,AM,NORTE,jan/19,0
Maués,AM,NORTE,jan/19,0
Nhamundá,AM,NORTE,jan/19,0
Nova Olinda Do Norte,AM,NORTE,jan/19,1
Novo Airão,AM,NORTE,jan/19,0
Novo Aripuanã,AM,NORTE,jan/19,0
Parintins,AM,NORTE,jan/19,0
Pauini,AM,NORTE,jan/19,0
Presidente Figueiredo,AM,NORTE,jan/19,2
Rio Preto Da Eva,AM,NORTE,jan/19,0
Santa Isabel Do Rio Negro,AM,NORTE,jan/19,0
Santo Antônio Do Içá,AM,NORTE,jan/19,0
São Gabriel Da Cachoeira,AM,NORTE,jan/19,2
São Paulo De Olivença,AM,NORTE,jan/19,0
São Sebastião Do Uatumã,AM,NORTE,jan/19,0
Silves,AM,NORTE,jan/19,0
Tabatinga,AM,NORTE,jan/19,1
Tapauá,AM,NORTE,jan/19,0
Tefé,AM,NORTE,jan/19,0
Tonantins,AM,NORTE,jan/19,0
Uarini,AM,NORTE,jan/19,0
Urucará,AM,NORTE,jan/19,0
Urucurituba,AM,NORTE,jan/19,0
Alvarães,AM,NORTE,fev/19,0
Amaturá,AM,NORTE,fev/19,0
Anamã,AM,NORTE,fev/19,0
Anori,AM,NORTE,fev/19,0
Apuí,AM,NORTE,fev/19,0
Atalaia Do Norte,AM,NORTE,fev/19,0
Autazes,AM,NORTE,fev/19,0
Barcelos,AM,NORTE,fev/19,0
Barreirinha,AM,NORTE,fev/19,0
Benjamin Constant,AM,NORTE,fev/19,0
Beruri,AM,NORTE,fev/19,0
Boa Vista Do Ramos,AM,NORTE,fev/19,0
Boca Do Acre,AM,NORTE,fev/19,0
Borba,AM,NORTE,fev/19,0
Caapiranga,AM,NORTE,fev/19,0
Canutama,AM,NORTE,fev/19,0
Carauari,AM,NORTE,fev/19,0
Careiro,AM,NORTE,fev/19,1
Careiro Da Várzea,AM,NORTE,fev/19,0
Coari,AM,NORTE,fev/19,0
Codajás,AM,NORTE,fev/19,0
Eirunepé,AM,NORTE,fev/19,1
Envira,AM,NORTE,fev/19,0
Fonte Boa,AM,NORTE,fev/19,0
Guajará,AM,NORTE,fev/19,0
Humaitá,AM,NORTE,fev/19,0
Ipixuna,AM,NORTE,fev/19,0
Iranduba,AM,NORTE,fev/19,2
Itacoatiara,AM,NORTE,fev/19,1
Itamarati,AM,NORTE,fev/19,0
Itapiranga,AM,NORTE,fev/19,0
Japurá,AM,NORTE,fev/19,0
Juruá,AM,NORTE,fev/19,0
Jutaí,AM,NORTE,fev/19,0
Lábrea,AM,NORTE,fev/19,0
Manacapuru,AM,NORTE,fev/19,1
Manaquiri,AM,NORTE,fev/19,0
Manaus,AM,NORTE,fev/19,52
Manicoré,AM,NORTE,fev/19,0
Maraã,AM,NORTE,fev/19,0
Maués,AM,NORTE,fev/19,2
Nhamundá,AM,NORTE,fev/19,0
Nova Olinda Do Norte,AM,NORTE,fev/19,0
Novo Airão,AM,NORTE,fev/19,1
Novo Aripuanã,AM,NORTE,fev/19,0
Parintins,AM,NORTE,fev/19,0
Pauini,AM,NORTE,fev/19,0
Presidente Figueiredo,AM,NORTE,fev/19,3
Rio Preto Da Eva,AM,NORTE,fev/19,1
Santa Isabel Do Rio Negro,AM,NORTE,fev/19,0
Santo Antônio Do Içá,AM,NORTE,fev/19,0
São Gabriel Da Cachoeira,AM,NORTE,fev/19,0
São Paulo De Olivença,AM,NORTE,fev/19,0
São Sebastião Do Uatumã,AM,NORTE,fev/19,0
Silves,AM,NORTE,fev/19,0
Tabatinga,AM,NORTE,fev/19,1
Tapauá,AM,NORTE,fev/19,0
Tefé,AM,NORTE,fev/19,1
Tonantins,AM,NORTE,fev/19,0
Uarini,AM,NORTE,fev/19,0
Urucará,AM,NORTE,fev/19,0
Urucurituba,AM,NORTE,fev/19,0
Alvarães,AM,NORTE,mar/19,0
Amaturá,AM,NORTE,mar/19,0
Anamã,AM,NORTE,mar/19,0
Anori,AM,NORTE,mar/19,0
Apuí,AM,NORTE,mar/19,0
Atalaia Do Norte,AM,NORTE,mar/19,0
Autazes,AM,NORTE,mar/19,1
Barcelos,AM,NORTE,mar/19,0
Barreirinha,AM,NORTE,mar/19,0
Benjamin Constant,AM,NORTE,mar/19,0
Beruri,AM,NORTE,mar/19,5
Boa Vista Do Ramos,AM,NORTE,mar/19,0
Boca Do Acre,AM,NORTE,mar/19,0
Borba,AM,NORTE,mar/19,0
Caapiranga,AM,NORTE,mar/19,0
Canutama,AM,NORTE,mar/19,0
Carauari,AM,NORTE,mar/19,0
Careiro,AM,NORTE,mar/19,2
Careiro Da Várzea,AM,NORTE,mar/19,0
Coari,AM,NORTE,mar/19,0
Codajás,AM,NORTE,mar/19,0
Eirunepé,AM,NORTE,mar/19,1
Envira,AM,NORTE,mar/19,0
Fonte Boa,AM,NORTE,mar/19,0
Guajará,AM,NORTE,mar/19,0
Humaitá,AM,NORTE,mar/19,0
Ipixuna,AM,NORTE,mar/19,0
Iranduba,AM,NORTE,mar/19,1
Itacoatiara,AM,NORTE,mar/19,1
Itamarati,AM,NORTE,mar/19,0
Itapiranga,AM,NORTE,mar/19,0
Japurá,AM,NORTE,mar/19,0
Juruá,AM,NORTE,mar/19,0
Jutaí,AM,NORTE,mar/19,0
Lábrea,AM,NORTE,mar/19,0
Manacapuru,AM,NORTE,mar/19,1
Manaquiri,AM,NORTE,mar/19,0
Manaus,AM,NORTE,mar/19,57
Manicoré,AM,NORTE,mar/19,0
Maraã,AM,NORTE,mar/19,0
Maués,AM,NORTE,mar/19,0
Nhamundá,AM,NORTE,mar/19,0
Nova Olinda Do Norte,AM,NORTE,mar/19,1
Novo Airão,AM,NORTE,mar/19,1
Novo Aripuanã,AM,NORTE,mar/19,0
Parintins,AM,NORTE,mar/19,0
Pauini,AM,NORTE,mar/19,0
Presidente Figueiredo,AM,NORTE,mar/19,0
Rio Preto Da Eva,AM,NORTE,mar/19,1
Santa Isabel Do Rio Negro,AM,NORTE,mar/19,0
Santo Antônio Do Içá,AM,NORTE,mar/19,0
São Gabriel Da Cachoeira,AM,NORTE,mar/19,0
São Paulo De Olivença,AM,NORTE,mar/19,0
São Sebastião Do Uatumã,AM,NORTE,mar/19,0
Silves,AM,NORTE,mar/19,0
Tabatinga,AM,NORTE,mar/19,0
Tapauá,AM,NORTE,mar/19,0
Tefé,AM,NORTE,mar/19,0
Tonantins,AM,NORTE,mar/19,0
Uarini,AM,NORTE,mar/19,0
Urucará,AM,NORTE,mar/19,0
Urucurituba,AM,NORTE,mar/19,1
Alvarães,AM,NORTE,abr/19,0
Amaturá,AM,NORTE,abr/19,0
Anamã,AM,NORTE,abr/19,0
Anori,AM,NORTE,abr/19,1
Apuí,AM,NORTE,abr/19,0
Atalaia Do Norte,AM,NORTE,abr/19,1
Autazes,AM,NORTE,abr/19,0
Barcelos,AM,NORTE,abr/19,0
Barreirinha,AM,NORTE,abr/19,0
Benjamin Constant,AM,NORTE,abr/19,0
Beruri,AM,NORTE,abr/19,0
Boa Vista Do Ramos,AM,NORTE,abr/19,1
Boca Do Acre,AM,NORTE,abr/19,0
Borba,AM,NORTE,abr/19,1
Caapiranga,AM,NORTE,abr/19,2
Canutama,AM,NORTE,abr/19,0
Carauari,AM,NORTE,abr/19,1
Careiro,AM,NORTE,abr/19,0
Careiro Da Várzea,AM,NORTE,abr/19,0
Coari,AM,NORTE,abr/19,1
Codajás,AM,NORTE,abr/19,0
Eirunepé,AM,NORTE,abr/19,1
Envira,AM,NORTE,abr/19,1
Fonte Boa,AM,NORTE,abr/19,0
Guajará,AM,NORTE,abr/19,0
Humaitá,AM,NORTE,abr/19,0
Ipixuna,AM,NORTE,abr/19,0
Iranduba,AM,NORTE,abr/19,0
Itacoatiara,AM,NORTE,abr/19,4
Itamarati,AM,NORTE,abr/19,0
Itapiranga,AM,NORTE,abr/19,0
Japurá,AM,NORTE,abr/19,0
Juruá,AM,NORTE,abr/19,0
Jutaí,AM,NORTE,abr/19,0
Lábrea,AM,NORTE,abr/19,0
Manacapuru,AM,NORTE,abr/19,3
Manaquiri,AM,NORTE,abr/19,0
Manaus,AM,NORTE,abr/19,65
Manicoré,AM,NORTE,abr/19,0
Maraã,AM,NORTE,abr/19,0
Maués,AM,NORTE,abr/19,0
Nhamundá,AM,NORTE,abr/19,0
Nova Olinda Do Norte,AM,NORTE,abr/19,1
Novo Airão,AM,NORTE,abr/19,0
Novo Aripuanã,AM,NORTE,abr/19,0
Parintins,AM,NORTE,abr/19,0
Pauini,AM,NORTE,abr/19,0
Presidente Figueiredo,AM,NORTE,abr/19,1
Rio Preto Da Eva,AM,NORTE,abr/19,3
Santa Isabel Do Rio Negro,AM,NORTE,abr/19,0
Santo Antônio Do Içá,AM,NORTE,abr/19,0
São Gabriel Da Cachoeira,AM,NORTE,abr/19,0
São Paulo De Olivença,AM,NORTE,abr/19,0
São Sebastião Do Uatumã,AM,NORTE,abr/19,0
Silves,AM,NORTE,abr/19,0
Tabatinga,AM,NORTE,abr/19,0
Tapauá,AM,NORTE,abr/19,0
Tefé,AM,NORTE,abr/19,0
Tonantins,AM,NORTE,abr/19,0
Uarini,AM,NORTE,abr/19,0
Urucará,AM,NORTE,abr/19,0
Urucurituba,AM,NORTE,abr/19,0
Alvarães,AM,NORTE,mai/19,0
Amaturá,AM,NORTE,mai/19,0
Anamã,AM,NORTE,mai/19,0
Anori,AM,NORTE,mai/19,0
Apuí,AM,NORTE,mai/19,0
