UF,Tipo Crime,Ano,Mês,Vítimas
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,fevereiro,38
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,março,23
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,abril,20
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,maio,13
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,junho,19
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,julho,15
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,agosto,15
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,setembro,20
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,outubro,14
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,novembro,13
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2016,dezembro,10
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,janeiro,21
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,fevereiro,15
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,março,10
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,abril,9
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,maio,10
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,junho,13
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,julho,7
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,agosto,10
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,setembro,13
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,outubro,18
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,novembro,12
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2017,dezembro,18
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,janeiro,13
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,fevereiro,8
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,março,15
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,abril,15
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,maio,8
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,junho,11
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,julho,10
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,agosto,4
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,setembro,4
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,outubro,6
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,novembro,8
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2018,dezembro,8
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,janeiro,6
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,fevereiro,11
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,março,7
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,abril,7
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,maio,4
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,junho,8
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,julho,5
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,agosto,8
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,setembro,4
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,outubro,1
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,novembro,10
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2019,dezembro,10
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2020,janeiro,8
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2020,fevereiro,7
Rio Grande do Sul,Roubo seguido de morte (latrocínio),2020,março,1
Rondônia,Homicídio doloso,2015,janeiro,35
Rondônia,Homicídio doloso,2015,fevereiro,40
Rondônia,Homicídio doloso,2015,março,42
Rondônia,Homicídio doloso,2015,abril,48
Rondônia,Homicídio doloso,2015,maio,49
Rondônia,Homicídio doloso,2015,junho,34
Rondônia,Homicídio doloso,2015,julho,39
Rondônia,Homicídio doloso,2015,agosto,50
Rondônia,Homicídio doloso,2015,setembro,38
Rondônia,Homicídio doloso,2015,outubro,44
Rondônia,Homicídio doloso,2015,novembro,45
Rondônia,Homicídio doloso,2015,dezembro,59
Rondônia,Homicídio doloso,2016,janeiro,46
Rondônia,Homicídio doloso,2016,fevereiro,55
Rondônia,Homicídio doloso,2016,março,48
Rondônia,Homicídio doloso,2016,abril,42
Rondônia,Homicídio doloso,2016,maio,53
Rondônia,Homicídio doloso,2016,junho,43
Rondônia,Homicídio doloso,2016,julho,44
Rondônia,Homicídio doloso,2016,agosto,38
Rondônia,Homicídio doloso,2016,setembro,43
Rondônia,Homicídio doloso,2016,outubro,54
Rondônia,Homicídio doloso,2016,novembro,46
Rondônia,Homicídio doloso,2016,dezembro,33
Rondônia,Homicídio doloso,2017,janeiro,42
Rondônia,Homicídio doloso,2017,fevereiro,35
Rondônia,Homicídio doloso,2017,março,34
Rondônia,Homicídio doloso,2017,abril,34
Rondônia,Homicídio doloso,2017,maio,53
Rondônia,Homicídio doloso,2017,junho,50
Rondônia,Homicídio doloso,2017,julho,44
Rondônia,Homicídio doloso,2017,agosto,34
Rondônia,Homicídio doloso,2017,setembro,47
Rondônia,Homicídio doloso,2017,outubro,35
Rondônia,Homicídio doloso,2017,novembro,40
Rondônia,Homicídio doloso,2017,dezembro,33
Rondônia,Homicídio doloso,2018,janeiro,46
Rondônia,Homicídio doloso,2018,fevereiro,26
Rondônia,Homicídio doloso,2018,março,45
Rondônia,Homicídio doloso,2018,abril,41
Rondônia,Homicídio doloso,2018,maio,33
Rondônia,Homicídio doloso,2018,junho,29
Rondônia,Homicídio doloso,2018,julho,39
Rondônia,Homicídio doloso,2018,agosto,37
Rondônia,Homicídio doloso,2018,setembro,37
Rondônia,Homicídio doloso,2018,outubro,29
Rondônia,Homicídio doloso,2018,novembro,30
Rondônia,Homicídio doloso,2018,dezembro,38
Rondônia,Homicídio doloso,2019,janeiro,41
Rondônia,Homicídio doloso,2019,fevereiro,34
Rondônia,Homicídio doloso,2019,março,36
Rondônia,Homicídio doloso,2019,abril,30
Rondônia,Homicídio doloso,2019,maio,32
Rondônia,Homicídio doloso,2019,junho,31
Rondônia,Homicídio doloso,2019,julho,27
Rondônia,Homicídio doloso,2019,agosto,25
Rondônia,Homicídio doloso,2019,setembro,28
Rondônia,Homicídio doloso,2019,outubro,43
Rondônia,Homicídio doloso,2019,novembro,36
Rondônia,Homicídio doloso,2019,dezembro,22
Rondônia,Lesão corporal seguida de morte,2015,janeiro,0
Rondônia,Lesão corporal seguida de morte,2015,fevereiro,0
Rondônia,Lesão corporal seguida de morte,2015,março,0
Rondônia,Lesão corporal seguida de morte,2015,abril,1
Rondônia,Lesão corporal seguida de morte,2015,maio,0
Rondônia,Lesão corporal seguida de morte,2015,junho,1
Rondônia,Lesão corporal seguida de morte,2015,julho,0
Rondônia,Lesão corporal seguida de morte,2015,agosto,0
Rondônia,Lesão corporal seguida de morte,2015,setembro,0
Rondônia,Lesão corporal seguida de morte,2015,outubro,0
Rondônia,Lesão corporal seguida de morte,2015,novembro,1
Rondônia,Lesão corporal seguida de morte,2015,dezembro,0
Rondônia,Lesão corporal seguida de morte,2016,janeiro,0
Rondônia,Lesão corporal seguida de morte,2016,fevereiro,1
Rondônia,Lesão corporal seguida de morte,2016,março,0
Rondônia,Lesão corporal seguida de morte,2016,abril,0
Rondônia,Lesão corporal seguida de morte,2016,maio,0
Rondônia,Lesão corporal seguida de morte,2016,junho,0
Rondônia,Lesão corporal seguida de morte,2016,julho,0
Rondônia,Lesão corporal seguida de morte,2016,agosto,0
Rondônia,Lesão corporal seguida de morte,2016,setembro,0
Rondônia,Lesão corporal seguida de morte,2016,outubro,1
Rondônia,Lesão corporal seguida de morte,2016,novembro,0
Rondônia,Lesão corporal seguida de morte,2016,dezembro,0
Rondônia,Lesão corporal seguida de morte,2017,janeiro,0
Rondônia,Lesão corporal seguida de morte,2017,fevereiro,0
Rondônia,Lesão corporal seguida de morte,2017,março,1
Rondônia,Lesão corporal seguida de morte,2017,abril,0
Rondônia,Lesão corporal seguida de morte,2017,maio,1
Rondônia,Lesão corporal seguida de morte,2017,junho,1
Rondônia,Lesão corporal seguida de morte,2017,julho,1
Rondônia,Lesão corporal seguida de morte,2017,agosto,0
Rondônia,Lesão corporal seguida de morte,2017,setembro,1
Rondônia,Lesão corporal seguida de morte,2017,outubro,0
Rondônia,Lesão corporal seguida de morte,2017,novembro,1
Rondônia,Lesão corporal seguida de morte,2017,dezembro,0
Rondônia,Lesão corporal seguida de morte,2018,janeiro,0
Rondônia,Lesão corporal seguida de morte,2018,fevereiro,0
Rondônia,Lesão corporal seguida de morte,2018,março,0
Rondônia,Lesão corporal seguida de morte,2018,abril,0
Rondônia,Lesão corporal seguida de morte,2018,maio,0
Rondônia,Lesão corporal seguida de morte,2018,junho,0
Rondônia,Lesão corporal seguida de morte,2018,julho,0
Rondônia,Lesão corporal seguida de morte,2018,agosto,0
Rondônia,Lesão corporal seguida de morte,2018,setembro,0
Rondônia,Lesão corporal seguida de morte,2018,outubro,0
Rondônia,Lesão corporal seguida de morte,2018,novembro,0
Rondônia,Lesão corporal seguida de morte,2018,dezembro,0
Rondônia,Lesão corporal seguida de morte,2019,janeiro,1
Rondônia,Lesão corporal seguida de morte,2019,fevereiro,0
Rondônia,Lesão corporal seguida de morte,2019,março,1
Rondônia,Lesão corporal seguida de morte,2019,abril,0
Rondônia,Lesão corporal seguida de morte,2019,maio,1
Rondônia,Lesão corporal seguida de morte,2019,junho,0
Rondônia,Lesão corporal seguida de morte,2019,julho,1
Rondônia,Lesão corporal seguida de morte,2019,agosto,0
Rondônia,Lesão corporal seguida de morte,2019,setembro,1
Rondônia,Lesão corporal seguida de morte,2019,outubro,0
Rondônia,Lesão corporal seguida de morte,2019,novembro,2
Rondônia,Lesão corporal seguida de morte,2019,dezembro,0
Rondônia,Roubo seguido de morte (latrocínio),2015,janeiro,3
Rondônia,Roubo seguido de morte (latrocínio),2015,fevereiro,2
Rondônia,Roubo seguido de morte (latrocínio),2015,março,0
Rondônia,Roubo seguido de morte (latrocínio),2015,abril,0
Rondônia,Roubo seguido de morte (latrocínio),2015,maio,4
Rondônia,Roubo seguido de morte (latrocínio),2015,junho,0
Rondônia,Roubo seguido de morte (latrocínio),2015,julho,2
Rondônia,Roubo seguido de morte (latrocínio),2015,agosto,1
Rondônia,Roubo seguido de morte (latrocínio),2015,setembro,1
Rondônia,Roubo seguido de morte (latrocínio),2015,outubro,1
Rondônia,Roubo seguido de morte (latrocínio),2015,novembro,0
Rondônia,Roubo seguido de morte (latrocínio),2015,dezembro,2
Rondônia,Roubo seguido de morte (latrocínio),2016,janeiro,5
Rondônia,Roubo seguido de morte (latrocínio),2016,fevereiro,0
Rondônia,Roubo seguido de morte (latrocínio),2016,março,1
Rondônia,Roubo seguido de morte (latrocínio),2016,abril,3
Rondônia,Roubo seguido de morte (latrocínio),2016,maio,3
Rondônia,Roubo seguido de morte (latrocínio),2016,junho,0
Rondônia,Roubo seguido de morte (latrocínio),2016,julho,2
Rondônia,Roubo seguido de morte (latrocínio),2016,agosto,2
Rondônia,Roubo seguido de morte (latrocínio),2016,setembro,1
Rondônia,Roubo seguido de morte (latrocínio),2016,outubro,4
Rondônia,Roubo seguido de morte (latrocínio),2016,novembro,9
Rondônia,Roubo seguido de morte (latrocínio),2016,dezembro,5
Rondônia,Roubo seguido de morte (latrocínio),2017,janeiro,1
Rondônia,Roubo seguido de morte (latrocínio),2017,fevereiro,2
Rondônia,Roubo seguido de morte (latrocínio),2017,março,1
Rondônia,Roubo seguido de morte (latrocínio),2017,abril,1
Rondônia,Roubo seguido de morte (latrocínio),2017,maio,1
Rondônia,Roubo seguido de morte (latrocínio),2017,junho,1
Rondônia,Roubo seguido de morte (latrocínio),2017,julho,4
Rondônia,Roubo seguido de morte (latrocínio),2017,agosto,6
Rondônia,Roubo seguido de morte (latrocínio),2017,setembro,3
Rondônia,Roubo seguido de morte (latrocínio),2017,outubro,0
Rondônia,Roubo seguido de morte (latrocínio),2017,novembro,0
Rondônia,Roubo seguido de morte (latrocínio),2017,dezembro,1
Rondônia,Roubo seguido de morte (latrocínio),2018,janeiro,2
Rondônia,Roubo seguido de morte (latrocínio),2018,fevereiro,2
Rondônia,Roubo seguido de morte (latrocínio),2018,março,3
Rondônia,Roubo seguido de morte (latrocínio),2018,abril,2
Rondônia,Roubo seguido de morte (latrocínio),2018,maio,1
Rondônia,Roubo seguido de morte (latrocínio),2018,junho,2
Rondônia,Roubo seguido de morte (latrocínio),2018,julho,0
Rondônia,Roubo seguido de morte (latrocínio),2018,agosto,3
Rondônia,Roubo seguido de morte (latrocínio),2018,setembro,0
Rondônia,Roubo seguido de morte (latrocínio),2018,outubro,0
Rondônia,Roubo seguido de morte (latrocínio),2018,novembro,2
Rondônia,Roubo seguido de morte (latrocínio),2018,dezembro,1
Rondônia,Roubo seguido de morte (latrocínio),2019,janeiro,2
Rondônia,Roubo seguido de morte (latrocínio),2019,fevereiro,1
Rondônia,Roubo seguido de morte (latrocínio),2019,março,1
Rondônia,Roubo seguido de morte (latrocínio),2019,abril,1
Rondônia,Roubo seguido de morte (latrocínio),2019,maio,3
Rondônia,Roubo seguido de morte (latrocínio),2019,junho,0
Rondônia,Roubo seguido de morte (latrocínio),2019,julho,2
Rondônia,Roubo seguido de morte (latrocínio),2019,agosto,2
Rondônia,Roubo seguido de morte (latrocínio),2019,setembro,0
Rondônia,Roubo seguido de morte (latrocínio),2019,outubro,0
Rondônia,Roubo seguido de morte (latrocínio),2019,novembro,3
Rondônia,Roubo seguido de morte (latrocínio),2019,dezembro,0
Roraima,Homicídio doloso,2015,janeiro,13
Roraima,Homicídio doloso,2015,fevereiro,5
Roraima,Homicídio doloso,2015,março,12
Roraima,Homicídio doloso,2015,abril,10
Roraima,Homicídio doloso,2015,maio,8
Roraima,Homicídio doloso,2015,junho,9
Roraima,Homicídio doloso,2015,julho,4
Roraima,Homicídio doloso,2015,agosto,12
Roraima,Homicídio doloso,2015,setembro,9
Roraima,Homicídio doloso,2015,outubro,8
Roraima,Homicídio doloso,2015,novembro,13
Roraima,Homicídio doloso,2015,dezembro,4
Roraima,Homicídio doloso,2016,janeiro,10
Roraima,Homicídio doloso,2016,fevereiro,9
Roraima,Homicídio doloso,2016,março,15
Roraima,Homicídio doloso,2016,abril,4
Roraima,Homicídio doloso,2016,maio,11
Roraima,Homicídio doloso,2016,junho,5
Roraima,Homicídio doloso,2016,julho,13
Roraima,Homicídio doloso,2016,agosto,10
Roraima,Homicídio doloso,2016,setembro,7
Roraima,Homicídio doloso,2016,outubro,16
Roraima,Homicídio doloso,2016,novembro,10
Roraima,Homicídio doloso,2016,dezembro,21
Roraima,Homicídio doloso,2017,janeiro,42
Roraima,Homicídio doloso,2017,fevereiro,11
Roraima,Homicídio doloso,2017,março,11
Roraima,Homicídio doloso,2017,abril,12
Roraima,Homicídio doloso,2017,maio,15
Roraima,Homicídio doloso,2017,junho,8
Roraima,Homicídio doloso,2017,julho,18
Roraima,Homicídio doloso,2017,agosto,17
Roraima,Homicídio doloso,2017,setembro,8
Roraima,Homicídio doloso,2017,outubro,19
Roraima,Homicídio doloso,2017,novembro,9
Roraima,Homicídio doloso,2017,dezembro,20
Roraima,Homicídio doloso,2018,janeiro,29
Roraima,Homicídio doloso,2018,fevereiro,9
Roraima,Homicídio doloso,2018,março,33
Roraima,Homicídio doloso,2018,abril,28
Roraima,Homicídio doloso,2018,maio,24
Roraima,Homicídio doloso,2018,junho,19
Roraima,Homicídio doloso,2018,julho,24
Roraima,Homicídio doloso,2018,agosto,22
Roraima,Homicídio doloso,2018,setembro,49
Roraima,Homicídio doloso,2018,outubro,37
Roraima,Homicídio doloso,2018,novembro,28
Roraima,Homicídio doloso,2018,dezembro,34
Roraima,Homicídio doloso,2019,janeiro,17
Roraima,Homicídio doloso,2019,fevereiro,16
Roraima,Homicídio doloso,2019,março,18
Roraima,Homicídio doloso,2019,abril,20
Roraima,Homicídio doloso,2019,maio,19
Roraima,Homicídio doloso,2019,junho,17
Roraima,Homicídio doloso,2019,julho,15
Roraima,Homicídio doloso,2019,agosto,17
Roraima,Homicídio doloso,2019,setembro,9
Roraima,Homicídio doloso,2019,outubro,13
Roraima,Homicídio doloso,2019,novembro,2
Roraima,Homicídio doloso,2019,dezembro,10
Roraima,Homicídio doloso,2020,janeiro,4
Roraima,Homicídio doloso,2020,fevereiro,6
Roraima,Homicídio doloso,2020,março,20
Roraima,Lesão corporal seguida de morte,2015,janeiro,2
Roraima,Lesão corporal seguida de morte,2015,março,1
Roraima,Lesão corporal seguida de morte,2015,julho,2
Roraima,Lesão corporal seguida de morte,2015,novembro,1
Roraima,Lesão corporal seguida de morte,2016,janeiro,1
Roraima,Lesão corporal seguida de morte,2016,fevereiro,1
Roraima,Lesão corporal seguida de morte,2016,março,1
Roraima,Lesão corporal seguida de morte,2016,junho,2
Roraima,Lesão corporal seguida de morte,2016,julho,1
Roraima,Lesão corporal seguida de morte,2016,setembro,1
Roraima,Lesão corporal seguida de morte,2016,dezembro,1
Roraima,Lesão corporal seguida de morte,2017,fevereiro,1
Roraima,Lesão corporal seguida de morte,2017,março,1
Roraima,Lesão corporal seguida de morte,2017,julho,1
Roraima,Lesão corporal seguida de morte,2017,agosto,1
Roraima,Lesão corporal seguida de morte,2017,outubro,1
Roraima,Lesão corporal seguida de morte,2017,dezembro,1
Roraima,Lesão corporal seguida de morte,2018,fevereiro,2
Roraima,Lesão corporal seguida de morte,2018,julho,1
Roraima,Lesão corporal seguida de morte,2018,setembro,3
Roraima,Lesão corporal seguida de morte,2018,outubro,1
Roraima,Lesão corporal seguida de morte,2018,dezembro,2
Roraima,Lesão corporal seguida de morte,2019,janeiro,0
Roraima,Lesão corporal seguida de morte,2019,fevereiro,0
Roraima,Lesão corporal seguida de morte,2019,março,1
Roraima,Lesão corporal seguida de morte,2019,abril,2
Roraima,Lesão corporal seguida de morte,2019,maio,1
Roraima,Lesão corporal seguida de morte,2019,junho,1
Roraima,Lesão corporal seguida de morte,2019,julho,1
Roraima,Lesão corporal seguida de morte,2019,agosto,1
Roraima,Lesão corporal seguida de morte,2019,setembro,0
Roraima,Lesão corporal seguida de morte,2019,outubro,1
Roraima,Lesão corporal seguida de morte,2019,novembro,1
Roraima,Lesão corporal seguida de morte,2019,dezembro,0
Roraima,Lesão corporal seguida de morte,2020,janeiro,2
Roraima,Lesão corporal seguida de morte,2020,fevereiro,1
Roraima,Roubo seguido de morte (latrocínio),2015,janeiro,1
Roraima,Roubo seguido de morte (latrocínio),2015,maio,1
Roraima,Roubo seguido de morte (latrocínio),2015,agosto,1
Roraima,Roubo seguido de morte (latrocínio),2015,setembro,2
Roraima,Roubo seguido de morte (latrocínio),2015,outubro,4
Roraima,Roubo seguido de morte (latrocínio),2015,dezembro,2
Roraima,Roubo seguido de morte (latrocínio),2016,fevereiro,2
Roraima,Roubo seguido de morte (latrocínio),2016,maio,1
Roraima,Roubo seguido de morte (latrocínio),2016,junho,1
Roraima,Roubo seguido de morte (latrocínio),2016,agosto,1
Roraima,Roubo seguido de morte (latrocínio),2016,novembro,1
Roraima,Roubo seguido de morte (latrocínio),2017,janeiro,1
Roraima,Roubo seguido de morte (latrocínio),2017,abril,1
Roraima,Roubo seguido de morte (latrocínio),2017,julho,1
Roraima,Roubo seguido de morte (latrocínio),2017,agosto,1
Roraima,Roubo seguido de morte (latrocínio),2017,setembro,2
Roraima,Roubo seguido de morte (latrocínio),2017,outubro,1
Roraima,Roubo seguido de morte (latrocínio),2018,fevereiro,2
Roraima,Roubo seguido de morte (latrocínio),2018,março,1
Roraima,Roubo seguido de morte (latrocínio),2018,maio,1
Roraima,Roubo seguido de morte (latrocínio),2018,junho,0
Roraima,Roubo seguido de morte (latrocínio),2018,agosto,1
Roraima,Roubo seguido de morte (latrocínio),2018,setembro,2
Roraima,Roubo seguido de morte (latrocínio),2018,outubro,4
Roraima,Roubo seguido de morte (latrocínio),2018,novembro,2
Roraima,Roubo seguido de morte (latrocínio),2018,dezembro,1
Roraima,Roubo seguido de morte (latrocínio),2019,janeiro,3
Roraima,Roubo seguido de morte (latrocínio),2019,fevereiro,1
Roraima,Roubo seguido de morte (latrocínio),2019,março,1
Roraima,Roubo seguido de morte (latrocínio),2019,abril,4
Roraima,Roubo seguido de morte (latrocínio),2019,maio,1
Roraima,Roubo seguido de morte (latrocínio),2019,junho,2
Roraima,Roubo seguido de morte (latrocínio),2019,julho,1
Roraima,Roubo seguido de morte (latrocínio),2019,agosto,0
Roraima,Roubo seguido de morte (latrocínio),2019,setembro,1
Roraima,Roubo seguido de morte (latrocínio),2019,outubro,0
Roraima,Roubo seguido de morte (latrocínio),2019,novembro,1
Roraima,Roubo seguido de morte (latrocínio),2019,dezembro,2
Roraima,Roubo seguido de morte (latrocínio),2020,janeiro,1
Roraima,Roubo seguido de morte (latrocínio),2020,fevereiro,2
Roraima,Roubo seguido de morte (latrocínio),2020,março,2
Santa Catarina,Homicídio doloso,2015,janeiro,75
Santa Catarina,Homicídio doloso,2015,fevereiro,57
Santa Catarina,Homicídio doloso,2015,março,68
Santa Catarina,Homicídio doloso,2015,abril,61
Santa Catarina,Homicídio doloso,2015,maio,66
Santa Catarina,Homicídio doloso,2015,junho,59
Santa Catarina,Homicídio doloso,2015,julho,55
Santa Catarina,Homicídio doloso,2015,agosto,74
Santa Catarina,Homicídio doloso,2015,setembro,70
Santa Catarina,Homicídio doloso,2015,outubro,63
Santa Catarina,Homicídio doloso,2015,novembro,82
Santa Catarina,Homicídio doloso,2015,dezembro,97
Santa Catarina,Homicídio doloso,2016,janeiro,94
Santa Catarina,Homicídio doloso,2016,fevereiro,74
Santa Catarina,Homicídio doloso,2016,março,82
Santa Catarina,Homicídio doloso,2016,abril,78
Santa Catarina,Homicídio doloso,2016,maio,51
Santa Catarina,Homicídio doloso,2016,junho,70
Santa Catarina,Homicídio doloso,2016,julho,55
Santa Catarina,Homicídio doloso,2016,agosto,71
Santa Catarina,Homicídio doloso,2016,setembro,82
Santa Catarina,Homicídio doloso,2016,outubro,81
Santa Catarina,Homicídio doloso,2016,novembro,84
Santa Catarina,Homicídio doloso,2016,dezembro,75
Santa Catarina,Homicídio doloso,2017,janeiro,92
Santa Catarina,Homicídio doloso,2017,fevereiro,99
Santa Catarina,Homicídio doloso,2017,março,91
Santa Catarina,Homicídio doloso,2017,abril,73
Santa Catarina,Homicídio doloso,2017,maio,94
Santa Catarina,Homicídio doloso,2017,junho,66
Santa Catarina,Homicídio doloso,2017,julho,82
Santa Catarina,Homicídio doloso,2017,agosto,68
Santa Catarina,Homicídio doloso,2017,setembro,70
Santa Catarina,Homicídio doloso,2017,outubro,80
Santa Catarina,Homicídio doloso,2017,novembro,77
Santa Catarina,Homicídio doloso,2017,dezembro,96
Santa Catarina,Homicídio doloso,2018,janeiro,87
Santa Catarina,Homicídio doloso,2018,fevereiro,80
Santa Catarina,Homicídio doloso,2018,março,63
Santa Catarina,Homicídio doloso,2018,abril,79
Santa Catarina,Homicídio doloso,2018,maio,76
Santa Catarina,Homicídio doloso,2018,junho,59
Santa Catarina,Homicídio doloso,2018,julho,52
Santa Catarina,Homicídio doloso,2018,agosto,52
Santa Catarina,Homicídio doloso,2018,setembro,68
Santa Catarina,Homicídio doloso,2018,outubro,46
Santa Catarina,Homicídio doloso,2018,novembro,55
Santa Catarina,Homicídio doloso,2018,dezembro,60
Santa Catarina,Homicídio doloso,2019,janeiro,81
Santa Catarina,Homicídio doloso,2019,fevereiro,44
Santa Catarina,Homicídio doloso,2019,março,61
Santa Catarina,Homicídio doloso,2019,abril,55
Santa Catarina,Homicídio doloso,2019,maio,51
Santa Catarina,Homicídio doloso,2019,junho,48
Santa Catarina,Homicídio doloso,2019,julho,55
Santa Catarina,Homicídio doloso,2019,agosto,49
Santa Catarina,Homicídio doloso,2019,setembro,43
Santa Catarina,Homicídio doloso,2019,outubro,67
Santa Catarina,Homicídio doloso,2019,novembro,71
Santa Catarina,Homicídio doloso,2019,dezembro,71
Santa Catarina,Homicídio doloso,2020,janeiro,82
Santa Catarina,Homicídio doloso,2020,fevereiro,64
Santa Catarina,Homicídio doloso,2020,março,79
Santa Catarina,Lesão corporal seguida de morte,2015,janeiro,2
Santa Catarina,Lesão corporal seguida de morte,2015,fevereiro,2
Santa Catarina,Lesão corporal seguida de morte,2015,março,0
Santa Catarina,Lesão corporal seguida de morte,2015,abril,0
Santa Catarina,Lesão corporal seguida de morte,2015,maio,2
Santa Catarina,Lesão corporal seguida de morte,2015,junho,1
Santa Catarina,Lesão corporal seguida de morte,2015,julho,2
Santa Catarina,Lesão corporal seguida de morte,2015,agosto,0
Santa Catarina,Lesão corporal seguida de morte,2015,setembro,1
Santa Catarina,Lesão corporal seguida de morte,2015,outubro,1
Santa Catarina,Lesão corporal seguida de morte,2015,novembro,2
Santa Catarina,Lesão corporal seguida de morte,2015,dezembro,1
Santa Catarina,Lesão corporal seguida de morte,2016,janeiro,1
Santa Catarina,Lesão corporal seguida de morte,2016,fevereiro,3
Santa Catarina,Lesão corporal seguida de morte,2016,março,1
Santa Catarina,Lesão corporal seguida de morte,2016,abril,3
Santa Catarina,Lesão corporal seguida de morte,2016,maio,2
Santa Catarina,Lesão corporal seguida de morte,2016,junho,2
Santa Catarina,Lesão corporal seguida de morte,2016,julho,1
Santa Catarina,Lesão corporal seguida de morte,2016,agosto,1
Santa Catarina,Lesão corporal seguida de morte,2016,setembro,0
Santa Catarina,Lesão corporal seguida de morte,2016,outubro,2
Santa Catarina,Lesão corporal seguida de morte,2016,novembro,2
Santa Catarina,Lesão corporal seguida de morte,2016,dezembro,1
Santa Catarina,Lesão corporal seguida de morte,2017,janeiro,0
Santa Catarina,Lesão corporal seguida de morte,2017,fevereiro,6
Santa Catarina,Lesão corporal seguida de morte,2017,março,3
Santa Catarina,Lesão corporal seguida de morte,2017,abril,3
Santa Catarina,Lesão corporal seguida de morte,2017,maio,1
Santa Catarina,Lesão corporal seguida de morte,2017,junho,3
Santa Catarina,Lesão corporal seguida de morte,2017,julho,1
Santa Catarina,Lesão corporal seguida de morte,2017,agosto,1
Santa Catarina,Lesão corporal seguida de morte,2017,setembro,4
Santa Catarina,Lesão corporal seguida de morte,2017,outubro,1
Santa Catarina,Lesão corporal seguida de morte,2017,novembro,1
Santa Catarina,Lesão corporal seguida de morte,2017,dezembro,2
Santa Catarina,Lesão corporal seguida de morte,2018,janeiro,4
Santa Catarina,Lesão corporal seguida de morte,2018,fevereiro,1
Santa Catarina,Lesão corporal seguida de morte,2018,março,3
Santa Catarina,Lesão corporal seguida de morte,2018,abril,1
Santa Catarina,Lesão corporal seguida de morte,2018,maio,3
Santa Catarina,Lesão corporal seguida de morte,2018,junho,1
Santa Catarina,Lesão corporal seguida de morte,2018,julho,1
Santa Catarina,Lesão corporal seguida de morte,2018,agosto,3
Santa Catarina,Lesão corporal seguida de morte,2018,setembro,0
Santa Catarina,Lesão corporal seguida de morte,2018,outubro,1
Santa Catarina,Lesão corporal seguida de morte,2018,novembro,2
Santa Catarina,Lesão corporal seguida de morte,2018,dezembro,1
Santa Catarina,Lesão corporal seguida de morte,2019,janeiro,2
Santa Catarina,Lesão corporal seguida de morte,2019,fevereiro,0
Santa Catarina,Lesão corporal seguida de morte,2019,março,3
Santa Catarina,Lesão corporal seguida de morte,2019,abril,3
Santa Catarina,Lesão corporal seguida de morte,2019,maio,2
Santa Catarina,Lesão corporal seguida de morte,2019,junho,2
Santa Catarina,Lesão corporal seguida de morte,2019,julho,1
